,AQI,Net Migration Outflow,year
16201,46.0,24,2005
16202,47.0,63,2006
16203,40.0,16,2010
16204,48.0,-51,2011
16205,43.0,5,2013
16206,41.0,17,2014
16207,41.0,39,2017
16208,43.0,110,2018
16209,9.0,-26,1993
16210,4.0,87,1994
16211,6.0,63,1995
16212,7.0,206,1996
16213,34.0,-382,1993
16214,25.0,-175,1994
16215,22.0,27,1995
16216,20.0,328,1996
16217,20.0,324,1997
16218,18.0,-4,1998
16219,29.0,-334,1999
16220,27.0,240,2000
16221,25.0,533,2001
16222,25.0,64,2002
16223,21.0,84,2003
16224,26.0,116,2004
16225,21.0,276,2005
16226,22.0,295,2006
16227,42.0,156,2007
16228,39.0,124,2008
16229,38.0,-78,2009
16230,37.0,-160,2010
16231,36.0,-211,2011
16232,39.0,324,2012
16233,40.0,329,2013
16234,33.0,230,2014
16235,38.0,523,2015
16236,31.0,381,2016
16237,40.0,337,2017
16238,33.0,73,2018
16239,37.0,145,2019
16240,15.0,3341,1993
16241,37.0,1464,1994
16242,40.0,1863,1995
16243,36.0,1312,1996
16244,28.0,1629,1997
16245,41.0,1061,1998
16246,40.0,1575,1999
16247,44.0,1535,2000
16248,43.0,1878,2001
16249,38.0,699,2002
16250,43.0,405,2003
16251,39.0,107,2004
16252,39.0,1278,2005
16253,42.0,1316,2006
16254,37.0,243,2007
16255,40.0,2497,2008
16256,50.0,-47,2009
16257,45.0,-1486,2010
16258,49.0,1274,2011
16259,47.0,1550,2012
16260,44.0,1426,2013
16261,44.0,798,2014
16262,40.0,612,2015
16263,40.0,1240,2016
16264,40.0,871,2017
16265,40.0,653,2018
16266,43.0,458,2019
16267,46.0,6,2003
16268,42.0,45,2004
16269,39.0,47,2007
16270,45.0,31,2008
16271,47.0,-14,2011
16272,44.0,33,2012
16273,39.0,17,2015
16274,39.0,-18,2016
16275,35.0,-2212,1993
16276,39.0,-2085,1994
16277,35.0,-2171,1995
16278,35.0,-1333,1996
16279,33.0,-1918,1997
16280,32.0,-765,1998
16281,46.0,98,1999
16282,44.0,345,2000
16283,46.0,956,2001
16284,50.0,-546,2002
16285,45.0,-1112,2003
16286,46.0,-129,2004
16287,44.0,-1125,2005
16288,37.0,-1101,2006
16289,37.0,-604,2007
16290,45.0,-597,2008
16291,44.0,3,2009
16292,38.0,318,2010
16293,39.0,299,2011
16294,38.0,186,2012
16295,40.0,-16,2013
16296,40.0,-334,2014
16297,40.0,-314,2015
16298,34.0,-2012,2016
16299,39.0,-3287,2017
16300,36.0,-1433,2018
16301,38.0,-1059,2019
16302,27.0,-15,1993
16303,22.0,21,1994
16304,20.0,10,1995
16305,15.0,23,1996
16306,17.0,107,1997
16307,13.0,45,1998
16308,25.0,-27,1999
16309,20.0,59,2000
16310,22.0,6,2001
16311,23.0,-7,2002
16312,20.0,26,2003
16313,20.0,-36,2004
16314,20.0,85,2005
16315,21.0,-53,2006
16316,20.0,-22,2007
16317,25.0,5,2008
16318,26.0,14,2009
16319,21.0,-51,2010
16320,21.0,-18,2011
16321,24.0,-20,2012
16322,32.0,10,2013
16323,22.0,-5,2014
16324,21.0,0,2015
16325,18.0,49,2016
16326,22.0,-3,2017
16327,26.0,17,2018
16328,19.0,-52,2019
16329,31.0,-490,1993
16330,27.0,-521,1994
16331,24.0,-378,1995
16332,23.0,-367,1996
16333,24.0,-226,1997
16334,19.0,16,1998
16335,28.0,16,1999
16336,25.0,27,2000
16337,25.0,97,2001
16338,32.0,150,2002
16339,20.0,-91,2003
16340,28.0,-44,2004
16341,32.0,-362,2005
16342,38.0,-416,2006
16343,36.0,-406,2007
16344,53.0,287,2008
16345,40.0,152,2009
16346,26.0,110,2010
16347,27.0,94,2011
16348,30.0,110,2012
16349,38.0,316,2013
16350,32.0,85,2014
16351,32.0,79,2015
16352,30.0,41,2016
16353,30.0,-304,2017
16354,37.0,-258,2018
16355,29.0,-92,2019
16356,4.0,-94,2003
16357,4.0,-150,2004
16358,48.0,-165,1999
16359,26.0,545,2000
16360,27.0,142,2001
16361,36.0,-405,2002
16362,26.0,-1122,2003
16363,28.0,-348,2004
16364,22.0,-700,2005
16365,20.0,-1506,2006
16366,26.0,-1272,2007
16367,34.0,-1080,2008
16368,33.0,-548,2009
16369,26.0,-550,2010
16370,25.0,-447,2011
16371,23.0,-52,2012
16372,23.0,-126,2013
16373,25.0,-263,2014
16374,23.0,-284,2015
16375,19.0,-1140,2016
16376,24.0,-1905,2017
16377,27.0,-1685,2018
16378,28.0,-986,2019
16379,42.0,-2550,1993
16380,45.0,-2827,1994
16381,43.0,-2072,1995
16382,40.0,-1934,1996
16383,42.0,-1062,1997
16384,41.0,-1181,1998
16385,43.0,-1308,1999
16386,46.0,-997,2000
16387,45.0,-1120,2001
16388,51.0,-1685,2002
16389,36.0,-2023,2003
16390,43.0,-1420,2004
16391,44.0,-1406,2005
16392,44.0,-893,2006
16393,41.0,-1148,2007
16394,44.0,-632,2008
16395,41.0,-228,2009
16396,36.0,-402,2010
16397,40.0,-781,2011
16398,44.0,-932,2012
16399,48.0,-1068,2013
16400,41.0,-1547,2014
16401,43.0,-650,2015
16402,35.0,-1613,2016
16403,41.0,-2790,2017
16404,42.0,-1079,2018
16405,36.0,-1307,2019
16406,25.0,97,2005
16407,29.0,13,2006
16408,25.0,6,2007
16409,30.0,-43,2008
16410,30.0,35,2009
16411,25.0,15,2010
16412,31.0,2,2011
16413,30.0,-18,2012
16414,41.0,28,2013
16415,32.0,42,2014
16416,32.0,0,2015
16417,22.0,0,2016
16418,32.0,-32,2017
16419,33.0,0,2018
16420,30.0,0,2019
16421,27.0,16,2000
16422,24.0,75,2001
16423,29.0,90,2002
16424,23.0,55,2003
16425,25.0,3,2004
16426,24.0,53,2005
16427,29.0,-1,2006
16428,27.0,16,2007
16429,38.0,16,2008
16430,30.0,-62,2009
16431,25.0,-6,2010
16432,28.0,20,2011
16433,29.0,5,2012
16434,33.0,12,2013
16435,28.0,49,2014
16436,26.0,0,2015
16437,18.0,-35,2016
16438,33.0,46,2017
16439,29.0,-37,2018
16440,33.0,-51,2019
16441,40.0,-1560,1993
16442,38.0,-1601,1994
16443,35.0,-1364,1995
16444,34.0,-833,1996
16445,28.0,-627,1997
16446,31.0,-668,1998
16447,30.0,-579,1999
16448,27.0,-556,2000
16449,28.0,-542,2001
16450,28.0,-933,2002
16451,24.0,-874,2003
16452,28.0,-850,2004
16453,29.0,-875,2005
16454,34.0,-827,2006
16455,28.0,-368,2007
16456,31.0,-745,2008
16457,28.0,-23,2009
16458,22.0,-450,2010
16459,21.0,-231,2011
16460,23.0,-480,2012
16461,37.0,-568,2013
16462,23.0,-306,2014
16463,28.0,-279,2015
16464,28.0,-583,2016
16465,31.0,-1241,2017
16466,35.0,-466,2018
16467,26.0,-573,2019
16468,44.0,129,2008
16469,28.0,317,2009
16470,25.0,17,2010
16471,21.0,27,2011
16472,24.0,7,2012
16473,23.0,-109,2013
16474,33.0,-206,2014
16475,32.0,-63,2015
16476,28.0,-658,2017
16477,37.0,-353,2018
16478,22.0,-435,2019
16479,36.0,-681,1993
16480,36.0,1136,1994
16481,31.0,637,1995
16482,32.0,-1365,1996
16483,27.0,1240,1997
16484,30.0,2929,1998
16485,34.0,2955,1999
16486,38.0,4271,2000
16487,36.0,820,2001
16488,33.0,1396,2002
16489,26.0,4025,2003
16490,39.0,10038,2004
16491,35.0,4442,2005
16492,33.0,128,2006
16493,34.0,-3583,2007
16494,36.0,-4055,2008
16495,37.0,-3357,2009
16496,32.0,204,2010
16497,34.0,-1792,2011
16498,35.0,-22,2012
16499,35.0,1287,2013
16500,33.0,601,2014
16501,35.0,-948,2015
16502,31.0,397,2016
16503,34.0,8703,2017
16504,33.0,3271,2018
16505,34.0,1958,2019
16506,35.0,-3371,1993
16507,33.0,-1996,1994
16508,33.0,-2295,1995
16509,32.0,-1504,1996
16510,31.0,-1282,1997
16511,31.0,-641,1998
16512,31.0,-362,1999
16513,31.0,805,2000
16514,29.0,742,2001
16515,31.0,-784,2002
16516,29.0,-227,2003
16517,31.0,19,2004
16518,32.0,-38,2005
16519,31.0,-1421,2006
16520,30.0,-435,2007
16521,31.0,-314,2008
16522,33.0,-452,2009
16523,27.0,-272,2010
16524,31.0,79,2011
16525,29.0,-66,2012
16526,33.0,-774,2013
16527,31.0,-1783,2014
16528,33.0,-281,2015
16529,30.0,-2852,2016
16530,30.0,-3257,2017
16531,32.0,-1476,2018
16532,32.0,-1249,2019
16533,105.0,5844,1993
16534,108.0,8192,1994
16535,91.0,10845,1995
16536,94.0,8634,1996
16537,91.0,9154,1997
16538,81.0,9979,1998
16539,81.0,8096,1999
16540,80.0,8367,2000
16541,79.0,6661,2001
16542,71.0,5577,2002
16543,67.0,6862,2003
16544,69.0,8042,2004
16545,73.0,10174,2005
16546,67.0,7953,2006
16547,67.0,4912,2007
16548,66.0,4060,2008
16549,62.0,-157,2009
16550,66.0,643,2010
16551,61.0,-85,2011
16552,58.0,551,2012
16553,52.0,4357,2013
16554,53.0,5101,2014
16555,53.0,3106,2015
16556,51.0,7644,2016
16557,54.0,11165,2017
16558,54.0,4459,2018
16559,55.0,4453,2019
16560,41.0,-843,1997
16561,40.0,-780,1998
16562,40.0,-946,1999
16563,40.0,-1069,2000
16564,44.0,-601,2001
16565,45.0,-615,2002
16566,43.0,-4138,2003
16567,41.0,-325,2004
16568,44.0,213,2005
16569,44.0,124,2006
16570,42.0,51,2007
16571,44.0,12,2008
16572,41.0,37,2009
16573,43.0,-45,2010
16574,37.0,280,2011
16575,39.0,-128,2012
16576,38.0,-438,2013
16577,35.0,-148,2014
16578,38.0,-156,2015
16579,36.0,-533,2016
16580,33.0,-1195,2017
16581,31.0,-633,2018
16582,36.0,-348,2019
16583,38.0,-770,1993
16584,40.0,-606,1994
16585,39.0,-492,1995
16586,38.0,-722,1996
16587,40.0,-922,1997
16588,41.0,-874,1998
16589,50.0,-630,1999
16590,48.0,-771,2000
16591,54.0,-564,2001
16592,51.0,-1139,2002
16593,52.0,-1445,2003
16594,52.0,-1782,2004
16595,53.0,-1084,2005
16596,46.0,-926,2006
16597,48.0,-411,2007
16598,47.0,-490,2008
16599,46.0,-39,2009
16600,49.0,-59,2010
16601,48.0,-52,2011
16602,46.0,91,2012
16603,44.0,-437,2013
16604,42.0,-380,2014
16605,44.0,-366,2015
16606,42.0,-431,2016
16607,41.0,-1007,2017
16608,40.0,-641,2018
16609,42.0,-399,2019
16610,42.0,4862,1993
16611,44.0,5641,1994
16612,40.0,5804,1995
16613,43.0,4486,1996
16614,42.0,3966,1997
16615,41.0,3495,1998
16616,46.0,1953,1999
16617,46.0,508,2000
16618,50.0,-379,2001
16619,45.0,-968,2002
16620,48.0,108,2003
16621,44.0,2926,2004
16622,45.0,5493,2005
16623,42.0,5784,2006
16624,43.0,5275,2007
16625,43.0,4813,2008
16626,37.0,3754,2009
16627,40.0,2402,2010
16628,44.0,2740,2011
16629,43.0,3490,2012
16630,44.0,3241,2013
16631,42.0,2647,2014
16632,44.0,2226,2015
16633,42.0,3348,2016
16634,40.0,4001,2017
16635,42.0,2133,2018
16636,43.0,1571,2019
16637,31.0,19,2013
16638,30.0,168,2014
16639,32.0,-30,2015
16640,38.0,23,2016
16641,37.0,-274,2017
16642,35.0,-18,2018
16643,36.0,15,2019
16644,44.0,-50,1993
16645,47.0,-100,1994
16646,45.0,97,1995
16647,44.0,347,1996
16648,46.0,62,1997
16649,43.0,62,1998
16650,44.0,271,1999
16651,40.0,368,2000
16652,45.0,116,2001
16653,43.0,406,2002
16654,40.0,134,2003
16655,41.0,50,2004
16656,41.0,243,2005
16657,39.0,72,2006
16658,38.0,-59,2007
16659,37.0,275,2008
16660,32.0,-2,2009
16661,37.0,0,2010
16662,46.0,-152,2011
16663,46.0,-183,2012
16664,46.0,-91,2013
16665,45.0,129,2014
16666,44.0,-133,2015
16667,40.0,226,2016
16668,42.0,-9,2017
16669,38.0,91,2018
16670,41.0,-63,2019
16671,43.0,-2830,1993
16672,45.0,-3345,1994
16673,42.0,-2506,1995
16674,42.0,-2898,1996
16675,41.0,-235,1997
16676,39.0,-2475,1998
16677,42.0,-3290,1999
16678,41.0,-2479,2000
16679,44.0,-1471,2001
16680,42.0,-2416,2002
16681,43.0,-1115,2003
16682,39.0,-2065,2004
16683,42.0,-1455,2005
16684,40.0,-1190,2006
16685,37.0,-224,2007
16686,38.0,-489,2008
16687,43.0,-147,2009
16688,47.0,404,2010
16689,48.0,-513,2011
16690,48.0,-649,2012
16691,45.0,-990,2013
16692,48.0,-623,2014
16693,46.0,-684,2015
16694,33.0,-1860,2016
16695,34.0,-4854,2017
16696,33.0,-2443,2018
16697,35.0,-1733,2019
16698,46.0,-1400,1993
16699,50.0,-1289,1994
16700,46.0,-821,1995
16701,47.0,-1078,1996
16702,45.0,-1609,1997
16703,47.0,-1355,1998
16704,48.0,-1500,1999
16705,44.0,-1461,2000
16706,48.0,-1603,2001
16707,45.0,-2416,2002
16708,45.0,-2751,2003
16709,42.0,-3272,2004
16710,44.0,-2784,2005
16711,42.0,-3111,2006
16712,44.0,-1391,2007
16713,40.0,-640,2008
16714,43.0,-267,2009
16715,45.0,-288,2010
16716,48.0,866,2011
16717,52.0,536,2012
16718,48.0,153,2013
16719,46.0,614,2014
16720,47.0,97,2015
16721,46.0,403,2016
16722,44.0,-1554,2017
16723,40.0,-1084,2018
16724,42.0,-198,2019
16725,32.0,-48,1997
16726,50.0,-247,1998
16727,51.0,11,1999
16728,39.0,-71,2000
16729,47.0,-69,2001
16730,45.0,47,2002
16731,44.0,-69,2003
16732,44.0,-118,2004
16733,47.0,402,2005
16734,43.0,44,2006
16735,45.0,131,2007
16736,44.0,0,2008
16737,44.0,242,2009
16738,51.0,84,2010
16739,46.0,124,2011
16740,43.0,-921,2012
16741,46.0,-164,2013
16742,46.0,117,2014
16743,46.0,81,2015
16744,46.0,-66,2016
16745,44.0,-121,2017
16746,38.0,-20,2018
16747,37.0,254,2019
16748,90.0,-439,1993
16749,81.0,391,1994
16750,71.0,-49,1995
16751,74.0,113,1996
16752,76.0,183,1997
16753,80.0,472,1998
16754,89.0,592,1999
16755,72.0,550,2000
16756,81.0,530,2001
16757,79.0,194,2002
16758,75.0,-1,2003
16759,69.0,76,2004
16760,67.0,213,2005
16761,62.0,292,2006
16762,62.0,180,2007
16763,58.0,64,2008
16764,57.0,199,2009
16765,52.0,-579,2010
16766,51.0,-104,2011
16767,53.0,-35,2012
16768,47.0,-271,2013
16769,46.0,-214,2014
16770,46.0,-279,2015
16771,45.0,-102,2016
16772,47.0,-277,2017
16773,45.0,-63,2018
16774,45.0,23,2019
16775,53.0,1071,1993
16776,47.0,1091,1994
16777,44.0,-187,1995
16778,44.0,-682,1996
16779,50.0,794,1997
16780,52.0,-452,1998
16781,54.0,373,1999
16782,55.0,218,2000
16783,51.0,345,2001
16784,57.0,-926,2002
16785,54.0,-567,2003
16786,56.0,-498,2004
16787,56.0,-1023,2005
16788,58.0,-2352,2006
16789,55.0,-2060,2007
16790,52.0,-2115,2008
16791,45.0,-1419,2009
16792,47.0,-587,2010
16793,50.0,-85,2011
16794,43.0,-550,2012
16795,41.0,-610,2013
16796,45.0,33,2014
16797,40.0,-144,2015
16798,44.0,902,2016
16799,41.0,970,2017
16800,37.0,-16,2018
16801,42.0,556,2019
16802,39.0,-486,1993
16803,38.0,-1051,1994
16804,37.0,-906,1995
16805,40.0,-739,1996
16806,41.0,-397,1997
16807,41.0,-97,1998
16808,59.0,-756,1999
16809,57.0,-265,2000
16810,55.0,-529,2001
16811,53.0,-443,2002
16812,54.0,-475,2003
16813,54.0,-417,2004
16814,55.0,-616,2005
16815,56.0,-1233,2006
16816,54.0,-2344,2007
16817,51.0,-1946,2008
16818,46.0,-1283,2009
16819,51.0,-233,2010
16820,51.0,-133,2011
16821,45.0,-415,2012
16822,41.0,-1057,2013
16823,42.0,26,2014
16824,42.0,-955,2015
16825,44.0,-1768,2016
16826,43.0,-5047,2017
16827,40.0,-2833,2018
16828,44.0,-2916,2019
16829,45.0,-674,1993
16830,40.0,-540,1994
16831,49.0,-623,1995
16832,47.0,-302,1996
16833,48.0,-244,1997
16834,46.0,-508,1998
16835,67.0,126,1999
16836,61.0,-61,2000
16837,49.0,16,2001
16838,45.0,397,2002
16839,47.0,208,2003
16840,44.0,137,2004
16841,44.0,-8,2005
16842,47.0,16,2006
16843,51.0,-103,2007
16844,45.0,-248,2008
16845,36.0,348,2009
16846,41.0,264,2010
16847,47.0,287,2011
16848,44.0,105,2012
16849,38.0,171,2013
16850,40.0,58,2014
16851,39.0,34,2015
16852,44.0,-63,2016
16853,41.0,-115,2017
16854,38.0,-36,2018
16855,45.0,-137,2019
16856,33.0,382,2002
16857,13.0,376,2003
16858,35.0,515,2004
16859,39.0,-67,1993
16860,41.0,-100,1994
16861,41.0,-157,1995
16862,42.0,-233,1996
16863,43.0,60,1997
16864,42.0,51,1998
16865,47.0,-229,1999
16866,42.0,83,2000
16867,44.0,46,2001
16868,44.0,-71,2002
16869,41.0,-36,2003
16870,40.0,-91,2004
16871,42.0,-300,2005
16872,43.0,-112,2006
16873,44.0,-127,2007
16874,42.0,4,2008
16875,38.0,77,2009
16876,40.0,-103,2010
16877,36.0,318,2011
16878,33.0,-109,2012
16879,1.0,12,2013
16880,34.0,87,2014
16881,37.0,56,2015
16882,40.0,-168,2016
16883,37.0,-273,2017
16884,37.0,-233,2018
16885,41.0,-42,2019
16886,41.0,-495,1993
16887,38.0,-470,1994
16888,44.0,-1029,1995
16889,39.0,-1254,1996
16890,44.0,-1362,1997
16891,47.0,-1647,1998
16892,51.0,-1505,1999
16893,50.0,-1887,2000
16894,45.0,-1434,2001
16895,46.0,-1926,2002
16896,39.0,-1901,2003
16897,39.0,-2609,2004
16898,42.0,-3152,2005
16899,40.0,-5233,2006
16900,47.0,-6080,2007
16901,44.0,-5278,2008
16902,31.0,-3217,2009
16903,35.0,-1663,2010
16904,38.0,-1137,2011
16905,35.0,-1920,2012
16906,33.0,-2433,2013
16907,31.0,-2193,2014
16908,33.0,-1317,2015
16909,39.0,-3985,2016
16910,38.0,-7946,2017
16911,36.0,-4150,2018
16912,44.0,-3653,2019
16913,44.0,76,1993
16914,38.0,62,1994
16915,33.0,5,1995
16916,37.0,174,1996
16917,39.0,-14,1997
16918,41.0,115,1998
16919,41.0,154,1999
16920,41.0,112,2000
16921,43.0,191,2001
16922,47.0,211,2002
16923,41.0,144,2003
16924,43.0,204,2004
16925,43.0,13,2005
16926,46.0,146,2006
16927,50.0,84,2007
16928,40.0,222,1993
16929,35.0,160,1994
16930,40.0,342,1995
16931,40.0,181,1996
16932,42.0,109,1997
16933,45.0,239,1998
16934,41.0,250,1999
16935,45.0,291,2000
16936,40.0,425,2001
16937,41.0,354,2002
16938,37.0,357,2003
16939,37.0,308,2004
16940,38.0,345,2005
16941,40.0,396,2006
16942,44.0,197,2007
16943,40.0,-472,1993
16944,39.0,-18,1994
16945,39.0,339,1995
16946,38.0,-57,1996
16947,40.0,30,1997
16948,40.0,154,1998
16949,38.0,-414,1999
16950,38.0,-758,2000
16951,44.0,-819,2001
16952,41.0,-440,2002
16953,39.0,-4,2003
16954,37.0,-182,2004
16955,41.0,129,2005
16956,35.0,644,2006
16957,39.0,239,2007
16958,37.0,-140,2008
16959,31.0,-150,2009
16960,35.0,164,2010
16961,39.0,375,2011
16962,35.0,-29,2012
16963,36.0,-341,2013
16964,34.0,-147,2014
16965,37.0,-405,2015
16966,33.0,-766,2016
16967,30.0,-639,2017
16968,32.0,-634,2018
16969,32.0,-1080,2019
16970,48.0,-344,1996
16971,54.0,-171,1997
16972,67.0,-291,1998
16973,64.0,-177,1999
16974,47.0,-496,2000
16975,64.0,-216,2001
16976,67.0,-491,2002
16977,46.0,-609,2003
16978,44.0,-1266,2004
16979,45.0,-1696,2005
16980,42.0,-1785,2006
16981,48.0,-1057,2007
16982,43.0,-1044,2008
16983,37.0,-418,2009
16984,45.0,-372,2010
16985,41.0,-425,2011
16986,40.0,-216,2012
16987,40.0,-100,2013
16988,38.0,-48,2014
16989,34.0,-205,2015
16990,33.0,-438,2016
16991,33.0,-344,2017
16992,32.0,-281,2018
16993,36.0,-570,2019
16994,37.0,133,2018
16995,39.0,91,2019
16996,49.0,515,1993
16997,46.0,197,1994
16998,45.0,1105,1995
16999,41.0,1052,1996
17000,44.0,1086,1997
17001,49.0,1406,1998
17002,50.0,1525,1999
17003,45.0,1054,2000
17004,53.0,1162,2001
17005,52.0,903,2002
17006,52.0,1055,2003
17007,49.0,1612,2004
17008,54.0,1143,2005
17009,45.0,1065,2006
17010,45.0,910,2007
17011,45.0,864,2008
17012,40.0,421,2009
17013,42.0,263,2010
17014,44.0,685,2011
17015,47.0,475,2012
17016,48.0,1026,2013
17017,45.0,1282,2014
17018,40.0,362,2015
17019,39.0,1355,2016
17020,38.0,2129,2017
17021,38.0,794,2018
17022,36.0,1094,2019
17023,33.0,77,2004
17024,48.0,187,2005
17025,41.0,226,2006
17026,42.0,127,2007
17027,40.0,332,2008
17028,35.0,-2,2009
17029,38.0,180,2010
17030,39.0,276,2011
17031,41.0,318,2012
17032,39.0,271,2013
17033,41.0,253,2014
17034,41.0,-19,2015
17035,38.0,48,2016
17036,37.0,131,2017
17037,35.0,26,2018
17038,38.0,-145,2019
17039,42.0,388,1993
17040,44.0,524,1994
17041,40.0,67,1995
17042,39.0,659,1996
17043,40.0,703,1997
17044,38.0,657,1998
17045,44.0,722,1999
17046,45.0,545,2000
17047,50.0,207,2001
17048,48.0,112,2002
17049,45.0,-223,2003
17050,43.0,-274,2004
17051,49.0,-263,2005
17052,43.0,-490,2006
17053,43.0,-575,2007
17054,42.0,-206,2008
17055,40.0,236,2009
17056,41.0,-57,2010
17057,41.0,-1,2011
17058,41.0,578,2012
17059,42.0,261,2013
17060,43.0,143,2014
17061,43.0,-141,2015
17062,41.0,-5,2016
17063,40.0,-133,2017
17064,36.0,-276,2018
17065,37.0,-352,2019
17066,71.0,41,1997
17067,74.0,-172,1998
17068,77.0,104,1999
17069,58.0,-16,2000
17070,58.0,15,2001
17071,54.0,-25,2002
17072,47.0,86,2003
17073,44.0,-49,2004
17074,50.0,-4,2005
17075,48.0,-14,2006
17076,54.0,-10,2007
17077,45.0,-13,2008
17078,43.0,173,2009
17079,45.0,125,2010
17080,41.0,163,2011
17081,42.0,-76,2012
17082,37.0,92,2013
17083,39.0,101,2014
17084,37.0,44,2015
17085,37.0,166,2016
17086,38.0,102,2017
17087,36.0,138,2018
17088,35.0,110,2019
17089,51.0,2711,1993
17090,54.0,2808,1994
17091,47.0,2154,1995
17092,49.0,1427,1996
17093,51.0,4225,1997
17094,51.0,1794,1998
17095,52.0,1969,1999
17096,47.0,1965,2000
17097,46.0,1511,2001
17098,46.0,1198,2002
17099,45.0,1271,2003
17100,45.0,1646,2004
17101,44.0,721,2005
17102,43.0,601,2006
17103,44.0,-347,2007
17104,42.0,869,2008
17105,49.0,171,2009
17106,51.0,804,2010
17107,49.0,1133,2011
17108,50.0,-162,2012
17109,48.0,617,2013
17110,50.0,-504,2014
17111,48.0,-113,2015
17112,48.0,892,2016
17113,44.0,212,2017
17114,49.0,-435,2018
17115,44.0,-193,2019
17116,35.0,24,1993
17117,38.0,94,1994
17118,40.0,-17,1995
17119,35.0,62,1996
17120,39.0,44,1997
17121,39.0,86,1998
17122,38.0,99,1999
17123,38.0,105,2000
17124,38.0,69,2001
17125,37.0,89,2002
17126,34.0,77,2003
17127,34.0,41,2004
17128,37.0,132,2005
17129,35.0,53,2006
17130,36.0,-7,2007
17131,36.0,118,2008
17132,35.0,103,2009
17133,37.0,34,2010
17134,35.0,-8,2011
17135,37.0,-32,2012
17136,36.0,96,2013
17137,36.0,47,2014
17138,36.0,-22,2015
17139,37.0,79,2016
17140,35.0,35,2017
17141,34.0,8,2018
17142,35.0,-57,2019
17143,42.0,165,1993
17144,44.0,-12,1994
17145,40.0,626,1995
17146,40.0,522,1996
17147,41.0,168,1997
17148,42.0,295,1998
17149,51.0,-135,1999
17150,52.0,-130,2000
17151,52.0,-495,2001
17152,51.0,-559,2002
17153,53.0,-2215,2003
17154,52.0,-2302,2004
17155,53.0,-2486,2005
17156,36.0,-3145,2006
17157,36.0,-1261,2007
17158,36.0,-748,2008
17159,25.0,-470,2009
17160,31.0,-509,2010
17161,32.0,-985,2011
17162,34.0,613,2012
17163,35.0,1367,2013
17164,35.0,-690,2014
17165,34.0,-564,2015
17166,44.0,-696,2016
17167,38.0,-91,2017
17168,38.0,-382,2018
17169,38.0,-385,2019
17170,47.0,-285,2011
17171,51.0,-178,2012
17172,45.0,21,2013
17173,48.0,-708,2014
17174,46.0,-111,2015
17175,50.0,-640,2016
17176,51.0,-1086,2017
17177,39.0,-311,2018
17178,42.0,-633,2019
17179,42.0,-1234,1993
17180,44.0,-1303,1994
17181,40.0,-1902,1995
17182,40.0,-564,1996
17183,41.0,-1180,1997
17184,43.0,-452,1998
17185,43.0,-540,1999
17186,42.0,-311,2000
17187,45.0,56,2001
17188,43.0,-653,2002
17189,43.0,-1601,2003
17190,44.0,-877,2004
17191,46.0,-1218,2005
17192,44.0,-1679,2006
17193,45.0,-2028,2007
17194,43.0,-1477,2008
17195,48.0,-434,2009
17196,48.0,-737,2010
17197,55.0,404,2011
17198,55.0,247,2012
17199,47.0,-292,2013
17200,56.0,-26,2014
17201,50.0,91,2015
17202,50.0,332,2016
17203,48.0,136,2017
17204,44.0,322,2018
17205,45.0,152,2019
17206,44.0,-130,1993
17207,43.0,30,1994
17208,44.0,13,1995
17209,44.0,-90,1996
17210,41.0,92,1997
17211,41.0,-61,1998
17212,44.0,-8,1999
17213,41.0,52,2000
17214,43.0,159,2001
17215,41.0,20,2002
17216,40.0,190,2003
17217,39.0,-41,2004
17218,44.0,72,2005
17219,38.0,202,2006
17220,39.0,57,2007
17221,38.0,114,2008
17222,31.0,165,2009
17223,34.0,191,2010
17224,33.0,8,2011
17225,34.0,81,2012
17226,34.0,-15,2013
17227,35.0,66,2014
17228,33.0,42,2015
17229,33.0,41,2016
17230,34.0,-114,2017
17231,32.0,69,2018
17232,31.0,-139,2019
17233,38.0,-109,1993
17234,38.0,63,1994
17235,37.0,110,1995
17236,38.0,-81,1996
17237,38.0,226,1997
17238,42.0,845,1998
17239,42.0,689,1999
17240,40.0,785,2000
17241,50.0,500,2001
17242,48.0,380,2002
17243,53.0,186,2003
17244,50.0,-96,2004
17245,52.0,469,2005
17246,47.0,17,2006
17247,48.0,630,2007
17248,45.0,244,2008
17249,41.0,361,2009
17250,45.0,279,2010
17251,44.0,632,2011
17252,48.0,629,2012
17253,42.0,180,2013
17254,43.0,317,2014
17255,42.0,-147,2015
17256,40.0,473,2016
17257,45.0,903,2017
17258,40.0,424,2018
17259,44.0,521,2019
17260,24.0,-2002,1993
17261,29.0,-2169,1994
17262,21.0,-1065,1995
17263,26.0,-2842,1996
17264,29.0,-3186,1997
17265,38.0,-4048,2000
17266,58.0,-2510,2001
17267,58.0,-3656,2002
17268,50.0,-3862,2003
17269,49.0,-3759,2004
17270,55.0,-3642,2005
17271,49.0,-4186,2006
17272,53.0,-2935,2007
17273,48.0,-2231,2008
17274,53.0,-1641,2009
17275,52.0,-781,2010
17276,49.0,-687,2011
17277,46.0,-1322,2012
17278,46.0,-1606,2013
17279,45.0,-620,2014
17280,48.0,-44,2015
17281,45.0,-394,2016
17282,45.0,-3138,2017
17283,38.0,-2546,2018
17284,43.0,-1356,2019
17285,50.0,294,1993
17286,51.0,433,1994
17287,46.0,430,1995
17288,44.0,533,1996
17289,44.0,551,1997
17290,44.0,590,1998
17291,49.0,827,1999
17292,44.0,843,2000
17293,49.0,633,2001
